institution name	HD2018.City location of institution	HD2018.State abbreviation	HD2018.Level of institution	HD2018.Control of institution	HD2018.Highest level of offering	HD2018.Highest degree offered	HD2018.Institution has hospital	HD2018.Historically Black College or University	HD2018.Tribal college	IC2018.Open admission policy	HD2018.Degree of urbanization (Urban-centric locale)	Setting	HD2018.Longitude location of institution	HD2018.Latitude location of institution	HD2018.Data Feedback Report comparison group created by NCES	HD2018.Carnegie Classification 2018: Size and Setting	Size	IC2018.Calendar system	isIvy	State;HBC;Tribal;Ivy	Tuition	Tuition (in-state)	Description	Undergrad Enrollment
Touro University Worldwide	Los Alamitos	California	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	Yes	Suburb: Large	Suburb	-118.057754	33.808683	"Masters Colleges and Universities (larger programs), private not-for-profit/5 of 5"	"Four-year, very small, primarily nonresidential"	small	Semester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
Johnson & Wales University Online	Providence	Rhode Island	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship	Not applicable	No	No	No	City: Midsize	City	-71.41277	41.819956	"Schools of business and management, private not-for-profit"	"Four-year, very small, primarily nonresidential"	small	Quarter	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
American Sentinel University	Aurora	Colorado	Four or more years	Private for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	No	City: Large	City	-104.831161	39.67661	"Other health professions schools, private for-profit/1 of 2"	"Four-year, small, primarily nonresidential"	small	Other academic year	No	Private for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
The University of America	Temecula	California	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship	Not reported	No	No	Yes	City: Midsize	City	-117.167871	33.519293	"Non-Title IV institution, that did not respond to all component surveys"	"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)"	not in Carnegie universe (not accredited or nondegree-granting)	Trimester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
Shiloh University	Kalona	Iowa	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	No	Rural: Distant	Rural	-91.705724	41.459135	"Theological seminaries/Bible colleges/faith-related institutions, highest level-Doctor's, undergraduate degrees/certificates offered"	"Four-year, very small, primarily nonresidential"	small	Trimester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
California Miramar University	San Diego	California	Four or more years	Private for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	No	City: Large	City	-117.11851	32.77942	"Schools of business and management, private for-profit"	"Four-year, very small, primarily nonresidential"	small	Other academic year	No	Private for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
Arizona State University Skysong	Scottsdale	Arizona	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship	Not applicable	No	No	No	City: Midsize	City	-111.923861	33.463786	"Doctoral Universities: Higher Research Activity, public/1 of 3"	"Four-year, large, primarily nonresidential"	large	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
University of Phoenix Arizona	Tempe	Arizona	Four or more years	Private for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	Yes	City: Midsize	City	-111.965987	33.40213	"Doctoral/Professional Universities, private for-profit"	"Four-year, large, primarily nonresidential"	large	Other academic year	No	Private for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
California Intercontinental University	Irvine	California	Four or more years	Private for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	Yes	City: Large	City	-117.850961	33.696413	"Schools of business and management, private for-profit"	"Four-year, very small, primarily nonresidential"	small	Other academic year	No	Private for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
Kennesaw State University	Kennesaw	Georgia	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	No	Suburb: Large	Suburb	-84.583052	34.038807	"Doctoral Universities: Higher Research Activity, public/1 of 3"	"Four-year, large, primarily nonresidential"	large	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
Milligan College	Milligan College	Tennessee	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	No	Suburb: Midsize	Suburb	-82.29407	36.300147	"Masters Colleges and Universities (medium programs), private not-for-profit/4 of 4"	"Four-year, small, highly residential"	small	Semester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
America Evangelical University	Los Angeles	California	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	Yes	City: Large	City	-118.308661	34.041239	"Theological seminaries/Bible colleges/faith-related institutions, highest level-Doctor's, undergraduate degrees/certificates offered"	"Four-year, very small, primarily nonresidential"	small	Semester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
Westcliff University	Irvine	California	Four or more years	Private for-profit	Doctor's degree	Doctor's degree - research/scholarship	No	No	No	No	City: Large	City	-117.835761	33.697112	"Schools of business and management, private for-profit"	"Four-year, small, primarily nonresidential"	small	Other academic year	No	Private for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
University of Alabama at Birmingham	Birmingham	Alabama	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	Yes	No	No	No	City: Midsize	City	-86.799345	33.505697	"Doctoral Universities: Highest Research Activity, public/3 of 3"	"Four-year, large, primarily nonresidential"	large	Semester	No	Public;No;No;No	17654	7766	"Founded in 1969, University of Alabama--Birmingham is a public institution. University of Alabama--Birmingham follows a semester-based academic calendar and its admissions are considered more selective."	11511
University of Alabama in Huntsville	Huntsville	Alabama	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Midsize	City	-86.640449	34.724557	"Doctoral Universities: Higher Research Activity, public/3 of 3"	"Four-year, medium, primarily nonresidential"	medium	Semester	No	Public;No;No;No	20622	9128	"Located at the southern edge of the Appalachian Mountains, the University of Alabama--Huntsville campus is in the northern part of the state, about 100 miles from Nashville. Students can choose from about 40 academic programs in the colleges of business, engineering, liberal arts, nursing and science. The university, sometimes shortened to UAHuntsville or UAH, offers master's degree programs in business, engineering and nursing, among other fields. Outside the classroom, UAH students can get involved with more than 100 campus clubs, about a dozen fraternities and sororities, The Exponent newspaper and student government. UAHuntsville also offers sports at the intramural, club and varsity levels. The UAH Chargers intercollegiate teams are members of the NCAA Division II Gulf South Conference and compete in about 14 sports. Notable University of Alabama--Huntsville alumni include science fiction author Travis Taylor and John Hendricks, founder and chairman of Discovery Communications, who established a scholarship for UAHuntsville history majors."	6013
Alabama State University	Montgomery	Alabama	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	Yes	No	No	City: Midsize	City	-86.295677	32.364317	"Masters Colleges and Universities (medium programs), public/1 of 2"	"Four-year, medium, highly residential"	medium	Semester	No	Public;Yes;No;No	#N/A	#N/A	#N/A	#N/A
The University of Alabama	Tuscaloosa	Alabama	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Midsize	City	-87.545978	33.211875	"Doctoral Universities: Highest Research Activity, public/1 of 3"	"Four-year, large, primarily residential"	large	Semester	No	Public;No;No;No	26950	10470	"As the flagship campus of the University of Alabama system, the Tuscaloosa campus is often referred to as ""The Capstone."" UA students have more than 250 student organizations to get involved in on campus - and freshmen have to live there, too. There are close to 60 fraternities and sororities in the school's influential Greek system, made up of more than 7,000 students. The Alabama Crimson Tide sports teams are notorious competitors in the NCAA Division I Southeastern Conference, cheered on by an costumed elephant mascot named Big Al. There is also a men's and women's wheelchair basketball program. Students can boat and fish in the nearby Black Warrior River. For a road trip, the city of Birmingham is about 60 miles away."	31958
Auburn University	Auburn	Alabama	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Small	City	-85.488258	32.599378	"Doctoral Universities: Highest Research Activity, public/2 of 3"	"Four-year, large, primarily nonresidential"	large	Semester	No	Public;No;No;No	28840	10696	"Auburn, Alabama, has been ranked one of the best places to live, and life at Auburn University can be similarly enjoyable for students. Football is a particularly big attraction in the fall, as fans support the Auburn Tigers with the help of school mascot Aubie the Tiger. The Tiger sports teams compete in the NCAA Division I Southeastern Conference, and the influx of football fans makes Auburn the fifth-largest city in the state on game days. Pep rallies are held in the downtown Toomer's Corner, and the area is covered in toilet paper by fans after every big victory. There are more than 300 organizations on campus, and about 6,000 students are involved in the school's Greek system. Auburn freshmen ease into the college transition through Camp War Eagle, a two-day, overnight summer orientation program. Transition help continues on Hey Day, an annual effort to get students to wear name tags and say hello to one another. Freshmen do not have to live on campus; in fact, a dorm room isn't even guaranteed. Because of space restraints, first-year students are awarded on-campus living assignments on a first-come, first-served basis."	21786
Faulkner University	Montgomery	Alabama	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Midsize	City	-86.21641	32.384181	"Masters Colleges and Universities (medium programs), private not-for-profit/1 of 4"	"Four-year, small, primarily residential"	small	Semester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
Jacksonville State University	Jacksonville	Alabama	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Small	City	-85.765321	33.822938	"Masters Colleges and Universities (larger programs), public/3 of 5"	"Four-year, medium, primarily residential"	medium	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
University of Mobile	Mobile	Alabama	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	Rural: Fringe	Rural	-88.128934	30.793247	"Baccalaureate Colleges--Diverse Fields, private not-for-profit/2 of 7"	"Four-year, small, highly residential"	small	Semester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
Samford University	Birmingham	Alabama	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	Suburb: Large	Suburb	-86.791799	33.464128	"Doctoral/Professional Universities, private not-for-profit/2 of 3"	"Four-year, medium, highly residential"	medium	Four-one-four plan	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
University of South Alabama	Mobile	Alabama	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	Yes	No	No	No	City: Midsize	City	-88.178711	30.696033	"Doctoral Universities: Higher Research Activity, public/2 of 3"	"Four-year, large, primarily residential"	large	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
Troy University	Troy	Alabama	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	Town: Remote	Town	-85.957094	31.800672	"Masters Colleges and Universities (larger programs), public/1 of 5"	"Four-year, large, primarily nonresidential"	large	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
Tuskegee University	Tuskegee	Alabama	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	Yes	No	No	Town: Distant	Town	-85.708492	32.4309	"Masters Colleges and Universities (medium programs), private not-for-profit/1 of 4"	"Four-year, medium, highly residential"	medium	Semester	No	Private not-for-profit;Yes;No;No	#N/A	#N/A	#N/A	#N/A
University of Arizona	Tucson	Arizona	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Large	City	-110.950815	32.232672	"Doctoral Universities: Highest Research Activity, public/1 of 3"	"Four-year, large, primarily nonresidential"	large	Semester	No	Public;No;No;No	30025	10872	"As one of the largest public institutions in its state, the University of Arizona in Tucson offers a wide range of activities and academic opportunities to its students. Student athletic supporters form the ZonaZoo, the student section that supports the Arizona Wildcats sports teams, which compete in the NCAA Division I Pac-12 Conference. For athletes who don't compete on the school's teams, there are three levels of intramural sports: the Desert league, which emphasizes fun; the Sunset league, geared to moderate athletes; and the Cactus league, meant for very skilled and competitive athletes. For other ways to get involved, University of Arizona students can check out more than 30 fraternities and sororities, among many other student organizations. Freshmen are not required to live on campus, though first-year students make up about 80 percent of the on-campus residential population. Each year, the university community gathers for events like the Spring Fling, billed as the largest student-run carnival in the country, and Homecoming. As a research institution, the University of Arizona also offers a variety of opportunities for both undergraduate and graduate students to get involved in research projects. The university has a wide range of graduate student programs, including the Eller College of Management, the James E. Rogers College of Law and a College of Medicine. Notable alumni of the University of Arizona include reality television star Kourtney Kardashian and journalist Geraldo Rivera."	33732
